Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.7690407080,2.5845254520,1.3696517940,0.0898132320,10.3228881600
2.7791007080,1.7301022340,1.0229727170,0.1005908200,10.1123457900
2.7891617080,0.6716532898,0.7358697510,-0.0281414790,9.8324655380
2.7992227080,0.3692820740,1.1490106200,-0.2116598510,9.6739200050
2.8092837080,0.4963677979,1.5061679080,-0.2284249880,9.7119257860
2.8193437080,0.9821076965,1.4521302800,-0.1413061520,9.8263349520
2.8294047080,1.5250286870,1.3307327270,0.0043409730,10.0208707600
2.8394657080,1.0349478150,0.6592291260,0.0681083680,9.9540305880
2.8495267080,0.8283773804,0.7132667542,0.1889071660,10.0584841300
2.8595867080,0.4610412598,0.6448590088,-0.2231858830,9.6195325830
2.8696477080,0.5284011841,0.6304888916,-0.1401086430,9.7048195720
2.8797087080,0.8532257080,0.8806187439,0.0479003910,9.9338654910
2.8897697080,0.9824070740,0.7764353943,-0.0655636600,9.8245618310
2.8998297080,1.2545411680,1.0069560240,0.0097297670,9.9506244360
2.9098907080,0.8677455139,1.0554551700,-0.0017962650,9.9029201960
2.9199517080,0.4932243347,0.8936416626,-0.0743952940,9.7889664750
2.9300127080,0.3855981445,0.4858895874,0.0934057620,9.9228131240
2.9400727080,0.1769320679,0.0013471985,-0.0932560730,9.7183547640
2.9501337080,0.1954934692,0.0392184448,-0.0538879390,9.7581493290
2.9601947080,0.2083666992,0.0416134644,-0.0658630370,9.7464533810
2.9702557080,0.2392025757,0.0220042419,-0.0020956420,9.8108455270
2.9803157080,0.2710862732,0.0333805847,0.0104782100,9.8242757650
2.9903767080,0.2776725769,0.0160166931,-0.0200582890,9.7938918370
3.0004377080,0.2612068176,0.0202079773,-0.0212557980,9.7922495070
3.0104987080,0.2420466614,0.0079335022,-0.0233514400,9.7896445060
3.0205587080,0.2186952209,0.0288899231,-0.0252973940,9.7871889390
3.0306197080,0.2133064270,0.0401165771,-0.0279917910,9.7844158530
3.0406807080,0.2100132751,0.0387693787,-0.0203576660,9.7919714900
3.0507407080,0.2365081787,0.0344284058,-0.0101788330,9.8027351460
3.0608017080,0.2630030823,0.0281414795,-0.0098794560,9.8036893690
3.0708627080,0.2658471680,0.0264949036,-0.0209564210,9.7926886450
3.0809237080,0.2495310974,0.0366737366,-0.0130229190,9.8002229900
3.0909837080,0.2267784119,0.0413140869,-0.0196092220,9.7931040470
3.1010447080,0.2043251038,0.0414637756,-0.0229023740,9.7893180520
3.1111057080,0.2177970886,0.0227526855,-0.0224533080,9.7899960930
3.1211667080,0.2362088013,0.0263452148,-0.0157173160,9.7971660170
3.1312267080,0.2472857666,0.0336799622,-0.0215551760,9.7916258440
3.1412877080,0.2552192688,0.0103285217,-0.0122744750,9.8010544850
3.1513487080,0.2490820312,0.0199085998,-0.0052391050,9.8079444540
3.1614097080,0.2538720703,0.0333805847,-0.0208067320,9.7925415560
3.1714697080,0.2321672058,0.0332308960,-0.0119750980,9.8008314900
3.1815307080,0.2043251038,0.0341290283,-0.0200582890,9.7921331820
3.1915917080,0.2182461548,0.0261955261,-0.0166154480,9.7958510900
3.2016527080,0.2433938599,0.0477507019,-0.0218545530,9.7912875550
3.2117127080,0.2653981018,0.0309855652,-0.0154179380,9.7982260650
3.2217737080,0.2793191528,0.0245489502,-0.0074844360,9.8065250330
3.2318347080,0.2555186462,0.0344284058,-0.0098794560,9.8035115020
3.2418957080,0.2383044434,0.0249980164,-0.0161663820,9.7967643050
3.2519557080,0.2260299683,0.0240998840,-0.0112266540,9.8014095640
3.2620167080,0.2168989563,0.0354762268,-0.0243992610,9.7880685290
3.2720777080,0.2282752991,0.0194595337,-0.0267942810,9.7858879220
