"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.866290375E0,8.262817383E-2,-9.550140381E-2,9.769284668E0,9.770100862E0
2.876322375E0,6.376739502E-2,-7.170089722E-2,9.767787781E0,9.768259079E0
2.886353375E0,6.691085815E-2,-7.634124756E-2,9.771829376E0,9.772356646E0
2.896385375E0,5.927673340E-2,-6.930587769E-2,9.804760895E0,9.805185018E0
2.906417375E0,6.451583862E-2,-7.499404907E-2,9.784403229E0,9.784903318E0
2.916449375E0,7.244934082E-2,-7.229965210E-2,9.779014435E0,9.779550064E0
2.926482500E0,7.454498291E-2,-9.475296021E-2,9.785451050E0,9.786193710E0
2.936513500E0,8.083190918E-2,-8.936416626E-2,9.780361633E0,9.781103896E0
2.946544500E0,5.882766724E-2,-7.694000244E-2,9.785750427E0,9.786229707E0
2.956575500E0,6.735992432E-2,-7.170089722E-2,9.787397003E0,9.787891421E0
2.966606500E0,5.688171387E-2,-8.532257080E-2,9.791737976E0,9.792274918E0
2.976636500E0,6.286926270E-2,-8.502319336E-2,9.779313812E0,9.779885486E0
2.986667500E0,7.424560547E-2,-8.367599487E-2,9.786049805E0,9.786689168E0
2.996698500E0,4.849914551E-2,-8.053253174E-2,9.785001984E0,9.785453565E0
3.006729500E0,5.523513794E-2,-8.337661743E-2,9.778415680E0,9.778927129E0
3.016761500E0,6.511459351E-2,-8.143066406E-2,9.784552917E0,9.785108413E0
3.026791500E0,6.735992432E-2,-6.795867920E-2,9.787247314E0,9.787715042E0
3.036823500E0,7.214996338E-2,-8.771759033E-2,9.785451050E0,9.786110169E0
3.046854500E0,7.035369873E-2,-1.023870850E-1,9.775721283E0,9.776510592E0
3.056885500E0,7.813751221E-2,-9.056167603E-2,9.767937469E0,9.768669781E0
3.066917500E0,7.858657837E-2,-8.472381592E-2,9.789492645E0,9.790174678E0
3.076949500E0,4.999603271E-2,-9.026229858E-2,9.798324280E0,9.798867566E0
3.086980500E0,5.179229736E-2,-8.637039185E-2,9.772128754E0,9.772647679E0
3.097011500E0,6.990463257E-2,-8.307723999E-2,9.785151672E0,9.785754020E0
3.107043500E0,6.376739502E-2,-9.116043091E-2,9.792187042E0,9.792818980E0
